codigo_rec;recinto;Direccion;comuna;region;
1252;ESCUELA BASICA RAFAEL;URREJOLA 298 RAFAEL;TOME;DEL BIOBIO;
1257;LICEO BICENTENARIO DE EXCELENCIA INDUSTRIAL DE TOME;CALLE PORTALES 1911  ;TOME;DEL BIOBIO;
1259;LICEO REPUBLICA DEL ECUADOR;ANIBAL PINTO 1210  ;TOME;DEL BIOBIO;
1260;LICEO VICENTE ALBERTO PALACIOS VALDES;MARIANO EGAÑA 1525 SECTOR CENTRO;TOME;DEL BIOBIO;
1262;ESCUELA ALEJANDRO PEREZ URBANO;AVENIDA ALEJANDRO PEREZ 447 TRUPAN;TUCAPEL;DEL BIOBIO;
1261;ESCUELA LOS AVELLANOS;RICARDO CLARO 145 POLCURA;TUCAPEL;DEL BIOBIO;
1264;ESCUELA LUIS MARTINEZ GONZALEZ;INDEPENDENCIA 444 HUEPIL;TUCAPEL;DEL BIOBIO;
1263;LICEO ANDRES ALCAZAR DE TUCAPEL;AVENIDA RUSTICO MOLINA 240 TUCAPEL;TUCAPEL;DEL BIOBIO;
1265;LICEO DE HUEPIL;12 DE FEBRERO 171 HUEPIL;TUCAPEL;DEL BIOBIO;
3212;ESCUELA ENRIQUE PUFFE KIND;PRINCIPAL SIN NUMERO SECTOR LA AGUADA;YUMBEL;DEL BIOBIO;
1269;ESCUELA HEROES DE CHILE;O'HIGGINS 599 YUMBEL CENTRO;YUMBEL;DEL BIOBIO;
1266;ESCUELA MUNICIPAL RERE;PEDRO AGUIRRE CERDA 175 RERE;YUMBEL;DEL BIOBIO;
1268;ESCUELA PADRE PEDRO CAMPOS MENCHACA;BALMACEDA 50 TOMECO;YUMBEL;DEL BIOBIO;
1270;INSTITUTO SAN SEBASTIAN BASICO;CASTELLON 521 ESQUINA O'HIGGINS;YUMBEL;DEL BIOBIO;
1267;LICEO MUNICIPAL RIO CLARO;O'HIGGINS 440 RIO CLARO;YUMBEL;DEL BIOBIO;
3137;ESCUELA BASICA PUNTA DE PARRA;CARDENAL SAMORE 21 SECTOR PUNTA DE PARRA;TOME;DEL BIOBIO;
1184;ESCUELA OSCAR GUERRERO QUINSAC;VILLA ALEGRE 1105  ;NACIMIENTO;DEL BIOBIO;
1271;LICEO PADRE LUIS ALBERTO SALDES IRARRAZABAL;QUEZADA 750 YUMBEL CENTRO;YUMBEL;DEL BIOBIO;
1272;LICEO TECNICO PROFESIONAL GONZALO GUGLIELMI MONTIEL;IGNACIO CARRERA PINTO 369 YUMBEL ESTACION;YUMBEL;DEL BIOBIO;
641;COLEGIO BASICO DE CHEPICA;CALLE JOSE LUIS DEL REAL SIN NUMERO  ;CHEPICA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
5721;ESCUELA LUIS ATHAS;MARQUES DE IRARRAZABAL SN  ;CHEPICA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
642;LICEO FERMIN DEL REAL CASTILLO;18 DE SEPTIEMBRE 3227  ;CHEPICA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
643;COMPLEJO EDUCACIONAL CHIMBARONGO;BLANCO ENCALADA 151  ;CHIMBARONGO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
644;ESCUELA FERNANDO ARENAS ALMARZA;CALLE JAVIERA CARRERA 115  ;CHIMBARONGO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
645;ESCUELA MUNICIPAL E-456;MIRAFLORES 1116  ;CHIMBARONGO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
5744;ESCUELA MUNICIPAL F449 PEOR ES NADA;PEOR ES NADA SIN NUMERO  ;CHIMBARONGO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
3140;ESCUELA MUNICIPAL LAS QUEZADAS F-413;LAS QUEZADAS SIN NUMERO TINGUIRIRICA;CHIMBARONGO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
2864;ESCUELA PORONGO;CAMINO A CHANCO KILOMETRO 4  ;CAUQUENES;DEL MAULE;
646;INTERNADO FEMENINO;CAMIRUAGA CORTINA 380  ;CHIMBARONGO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
648;LICEO MUNICIPAL DE CODEGUA;PATRICIO GALLEGOS SIN NUMERO  ;CODEGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
649;COLEGIO MUNICIPAL HUALLILEN;FRANCISCO DIAZ MUÑOZ 5  ;COINCO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
5765;ESCUELA MUNICIPAL COPEQUEN;RUTA H 40 75  ;COINCO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
653;LICEO BERTA ZAMORANO LIZANA;AVENIDA REPUBLICA DE CHILE 233  ;COLTAUCO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
656;COLEGIO REPUBLICA DE CHILE;PEDRO DE MIRANDA 607  ;DOÑIHUE;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
654;ESCUELA LAURA MATUS MELENDEZ;AVENIDA RANCAGUA 398  ;DOÑIHUE;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
657;ESCUELA LO MIRANDA;AVENIDA PEDRO AGUIRRE CERDA 35  ;DOÑIHUE;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
793;LICEO BICENTENARIO DE CAUQUENES;RUPERTO PINOCHET 635  ;CAUQUENES;DEL MAULE;
655;LICEO CLAUDIO ARRAU;ERRAZURIZ ESQUINA DOCTOR SANHUEZA SIN NUMERO  ;DOÑIHUE;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
658;ESCUELA ANTONIO TREDAN ARKO;CALLE CAUPOLICAN 240 POBLACION DOMINGO YAÑEZ;GRANEROS;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
659;ESCUELA HERNAN OLGUIN MAYBE;SANTA LUCIA 155  ;GRANEROS;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
660;ESCUELA SIXTO MENDEZ PARADA;GUILLERMO BERRIOS 236  ;GRANEROS;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
661;LICEO MUNICIPAL MISAEL LOBOS MONROY;GUILLERMO BERRIOS 130  ;GRANEROS;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
662;ESCUELA PROFESORA MONICA SILVA GOMEZ;ARTURO PRAT 157  ;LA ESTRELLA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
663;ESCUELA CONTRAMAESTRE CONSTANTINO MICALVI;RUTA H 790 CAMINO EL ESTERO    ;LAS CABRAS;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
3011;ESCUELA ELIAS SANCHEZ ORTUZAR;JORGE ALESSANDRI PARCELAS 13 Y 14  ;PAINE;METROPOLITANA DE SANTIAGO;
647;COLEGIO JESUS ANDINO;AVENIDA BERNARDO O'HIGGINS 349  ;CODEGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
2265;ESCUELA SONIA PLAZA CASTRO;EL GUERRILLERO 2934 POBLACION NUEVA TRAPICHE;PEÑAFLOR;METROPOLITANA DE SANTIAGO;
5835;ESCUELA REPUBLICA DE GRECIA;RUTA H 790 KM 9  ;LAS CABRAS;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
664;ESCUELA ROMILIO ARELLANO TRONCOSO;CALLE ARTURO PEREZ CANTO 640  ;LAS CABRAS;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
665;LICEO FRANCISCO ANTONIO ENCINA;JOHN KENNEDY 344  ;LAS CABRAS;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
5844;ESCUELA MUNICIPAL QUELENTARO;CARRETERA TRAMO LITUECHE-MELIPILLA KM 26  ;LITUECHE;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
666;LICEO EL ROSARIO DE LITUECHE;HERMANOS CARRERA 751  ;LITUECHE;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
667;ESCUELA GALVARINO VALENZUELA MORAGA;LOS ALERCES 15  ;LOLOL;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
668;LICEO MUNICIPAL DE LOLOL;LAS ACACIAS 220  ;LOLOL;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
669;COLEGIO BELLAVISTA;JOHN KENNEDY 178 POBLACION ERRAZURIZ, COYA;MACHALI;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
5856;COLEGIO COYA;SANTA EMILIA 113 KM 5 CARRETERA DEL COBRE;MACHALI;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
670;COLEGIO GABRIELA MISTRAL;CALLE CASTRO 300  ;MACHALI;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
671;COLEGIO JUAN TACHOIRE MOENA;CASTRO 397  ;MACHALI;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
672;COLEGIO LOS LLANOS;CALLE PAULA JARAQUEMADA 101  ;MACHALI;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
5858;COLEGIO NAHUELCURA;AV SAN JUAN 378  ;MACHALI;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
673;COLEGIO SANTA TERESA DE LOS ANDES;LAS LILAS 450  ;MACHALI;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
674;LICEO MACHALI;AVENIDA ESTADIO 1200  ;MACHALI;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
675;POLIDEPORTIVO;LOS ALMENDROS 301 ESTADIO GUILLERMO CHACON;MACHALI;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
676;ESCUELA ALCIDES REYES FRIAS;LA GLORIA 22  ;MALLOA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
677;ESCUELA MUNICIPAL DE PELEQUEN;12 DE OCTUBRE SIN NUMERO  ;MALLOA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
5767;COLEGIO NUESTRA SEÑORA DE LORETO;RUTA H 30 KM 28  ;COLTAUCO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
679;LICEO MUNICIPAL INSTITUTO CARDENAL CARO;LIBERTAD 451  ;MARCHIGUE;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
681;COLEGIO ANDRES BELLO;AVENIDA COSTANERA SIN NUMERO  ;MOSTAZAL;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
5899;COLEGIO DEL CAMINO REAL MARIO MIRANDA PINTO;ASENTAMIENTO SANTA TERESA SIN NUMERO  ;MOSTAZAL;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
5905;ESC. HIJOS DEL SOL;LOCALIDAD DE LOS MARCOS SN  ;MOSTAZAL;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
682;ESCUELA GABRIELA MISTRAL;SAN GUILLERMO 570  ;MOSTAZAL;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
3176;ESCUELA SAN FRANCISCO DE ASIS;AUTOPISTA DEL MAIPO KM 58 ANGOSTURA;MOSTAZAL;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DE LOS LAGOS
680;LICEO ELVIRA SANCHEZ DE GARCES;JOSE TORIBIO MEDINA 149  ;MOSTAZAL;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
685;COLEGIO BASICO CONSOLIDADO;CALLE 18 DE SEPTIEMBRE 412  ;NANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
687;LICEO MUNICIPAL JUAN PABLO II;ARMANDO JARAMILLO 669  ;NANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
5922;ESCUELA FRANCISCO CHAVEZ CIFUENTES;IGNACIO CARRERA PINTO SN  ;NAVIDAD;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
2926;ESCUELA MUNICIPAL DE CUNACO;BERNARDO O'HIGGINS SIN NUMERO  ;NANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
2294;LICEO EL PRINCIPAL;CALLE LA ESCUELA SIN NUMERO EL PRINCIPAL;PIRQUE;METROPOLITANA DE SANTIAGO;
2300;COLEGIO REGINA PACIS;EL AGUILUCHO 3341  ;PROVIDENCIA;METROPOLITANA DE SANTIAGO;
692;COLEGIO MARIA VILLALOBOS ARTEAGA;MANUEL OLEGARIO SOTO 389  ;OLIVAR;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
691;ESCUELA MUNICIPAL DE GULTRO;OROCOIPO SIN NUMERO  ;OLIVAR;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
3020;ESCUELA NUESTRA SEÑORA DE LA MERCED;RUTA H-40 KM 10   OLIVAR BAJO;OLIVAR;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
693;LICEO TECNICO MUNICIPAL;EMILIO REDARD SIN NUMERO OLIVAR ALTO;OLIVAR;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
694;ESCUELA MUNICIPAL DE PALMILLA;ANIBAL PINTO 39 POBLACION PALMILLA LIMITADA;PALMILLA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
696;ESCUELA BASICA UNION DE MUJERES AMERICANAS;CELEDONIO PASTENE SIN NUMERO  ;PAREDONES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
699;ESCUELA MUNICIPAL SAN PEDRO DE ALCANTARA;SAN FRANCISCO 40 SAN PEDRO DE ALCANTARA;PAREDONES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
698;LICEO MIREYA CATALAN URZUA;CAMINO A BUCALEMU KILOMETRO 1   PAREDONES;PAREDONES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
700;COLEGIO BASICO VIOLETA PARRA;CAUPOLICAN 551  ;PERALILLO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
5954;COLEGIO MANUEL RODRIGUEZ ERDOIZA;RAQUEL VELASCO SIN NUMERO POBLACION;PERALILLO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
701;LICEO VICTOR JARA;AVENIDA ERRAZURIZ 251  ;PERALILLO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
702;ESCUELA ANTONIO DE ZUÑIGA;CARMEN 9  ;PEUMO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
2937;ESCUELA JUAN VALDES ORTUZAR;RUTA H 66 750 LA ESPERANZA;PEUMO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
703;LICEO JEAN BUCHANAN DE LARRAIN;JEAN BUCHANAN 220  ;PEUMO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DE LOS LAGOS
705;CENTRO EDUCATIVO SIGLO XXI;IGNACIO CARRERA PINTO 104 MAL PASO DE PICHIDEGUA;PICHIDEGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
697;ESCUELA BASICA MERCEDES URZUA DIAZ;AVENIDA DOCTOR MOORE 76  ;PAREDONES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
5939;LICEO SAN JOSE DEL CARMEN;AV CENTRAL SN SN  ;PALMILLA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
5973;ESCUELA BASICA PATAGUAS CERRO;RUTA H 76 SN  ;PICHIDEGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
707;LICEO LATINOAMERICANO;INDEPENDENCIA 840 FRENTE A CARABINEROS DE CHILE;PICHIDEGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
5987;ESCUELA CAHUIL;AVENIDA LAS SALINAS 2460  ;PICHILEMU;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
708;ESCUELA DIGNA CAMILO AGUILAR;JOSE JOAQUIN PEREZ 261  ;PICHILEMU;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
709;ESCUELA DIVINO MAESTRO;LOS JAZMINES 1365 PUEBLO LAS VIUDAS;PICHILEMU;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
710;LICEO AGUSTIN ROSS EDWARDS;ANGEL GAETE 725  ;PICHILEMU;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
711;GIMNASIO MUNICIPAL;OSCAR GAJARDO 2252  ;PLACILLA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
712;LICEO SAN FRANCISCO DE PLACILLA;MIRAFLORES 847  ;PLACILLA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
714;ESCUELA BASICA REPUBLICA DE ITALIA;AVENIDA CASTRO 151  ;QUINTA DE TILCOCO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
713;ESCUELA MUNICIPAL DE PUMANQUE;AVENIDA BERNARDO O'HIGGINS 140  ;PUMANQUE;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
2332;ESCUELA ANTILHUE DE PUDAHUEL;ANCAHUAL 7457  ;PUDAHUEL;METROPOLITANA DE SANTIAGO;
715;LICEO REPUBLICA DE ITALIA;JAIME BARRIENTOS SOTO 303  ;QUINTA DE TILCOCO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
90055;C.P. RANCAGUA;LA GONZALINA SIN NUMERO  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
718;COLEGIO ESPAÑA;ALMARZA 1045  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
720;COLEGIO JOSE ANTONIO MANSO DE VELASCO;CHORRILLOS 1072  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
721;COLEGIO LIBERTADOR SIMON BOLIVAR;AVENIDA BAQUEDANO 390  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
6048;COLEGIO MANUEL ROJAS;SANTA JULIA 1446  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
739;COLEGIO MINERAL EL TENIENTE;ARTURO ARANCIBIA 767 POBLACION MANZANAL;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
722;COLEGIO MUNICIPAL EDUARDO DE GEYTER;AVENIDA ITALIA 582 POBLACION RANCAGUA NORTE;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
744;COLEGIO PABLO GARRIDO VARGAS;LORD COCHRANE 637 POBLACION GRANJA;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
740;COLEGIO SANTA FILOMENA;LOS OLIVOS 1462 POBLACION SANTA FILOMENA;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
743;ESCUELA BERNARDO O'HIGGINS;CALLE CUEVAS 455  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
724;ESCUELA MUNICIPAL EL COBRE;PINTOR PEDRO LUNA 1101 POBLACION MANSO DE VELASCO;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
727;ESCUELA MUNICIPAL MARCELA PAZ;ALMARZA 1029  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
738;COLEGIO MANUEL RODRIGUEZ;AVENIDA MIGUEL RAMIREZ 1195  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
745;ESCUELA MUNICIPAL HERMANOS CARRERA;ILLANES 345 SECTOR LA CRUZ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
3043;COLEGIO LEONARDO DA VINCI;AVENIDA PROVINCIAL 2770  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
3141;COLEGIO BENJAMIN VICUÑA MACKENNA;AVENIDA CONSTANZA 1650 POBLACION VICUÑA MACKENNA;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
6029;COLEGIO AYELEN;CAMINO SAN RAMON 3403  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
6073;COLEGIO SAN SEBASTIAN SCHOOL;URUGUAY 1114  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
742;ESCUELA MUNICIPAL RENE SCHNEIDER CHEREAU;JUAN MARTINEZ DE ROZAS 981  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
6106;ESCUELA MUNICIPAL VIRGINIA BRAVO;RICONADA LA CHICA 5 RANCAGUA;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
13234;INACAP;AV NELSON PEREIRA 2519 RANCAGUA;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
6116;INSTITUTO SAN LORENZO;AVENIDA KENNEDY 1731  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
730;LICEO COMERCIAL DIEGO PORTALES;ALMARZA 971  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
794;LICEO CLAUDINA URRUTIA DE LAVIN;CATEDRAL 525  ;CAUQUENES;DEL MAULE;
732;LICEO COMERCIAL JORGE ALESSANDRI RODRIGUEZ;AVENIDA ITALIA 608 POBLACION RANCAGUA NORTE;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
733;LICEO DE NIÑAS;PLAZA LOS HEROES 475  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
734;LICEO INDUSTRIAL ERNESTO PINTO LAGARRIGUE;AVENIDA REPUBLICA DE CHILE 255 RANCAGUA;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
729;ESCUELA REPUBLICA ARGENTINA;O'CARROL 850  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
11142;COLEGIO MIRADOR;LAS NIEVES ORIENTE 1717  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
736;LICEO TECNICO DE RANCAGUA;AVENIDA CACHAPOAL 160  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
747;COLEGIO CARLOS CONDELL DE LA HAZA;CARLOS CONDELL 427  ;RENGO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
756;COLEGIO EL NARANJAL;AVENIDA BISQUERTT 1175  ;RENGO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
748;COLEGIO LA PAZ;MANUEL SOLIS 97  ;RENGO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
749;COLEGIO LUIS GALDAMES;AVENIDA ARTURO PRAT 1028  ;RENGO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
750;ESCUELA FERNANDA AEDO FAUNDEZ;AVENIDA QUINTALBA 375  ;RENGO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
751;ESCUELA VICENTE HUIDOBRO;AVENIDA CORONEL MARZAN 181  ;RENGO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
752;LICEO INDUSTRIAL DE RENGO;AVENIDA REPUBLICA DE HUNGRIA 100 RENGO ORIENTE;RENGO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
753;LICEO LUIS URBINA FLORES;AVENIDA ALONSO DE ERCILLA 51 ESQUINA ARTURO PRAT;RENGO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
754;LICEO ORIENTE;AVENIDA REPUBLICA DE HUNGRIA 250 RENGO ORIENTE;RENGO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
6174;ESCUELA BASICA CAMPO LINDO;AVENIDA EL ABRA KILOMETRO 4    ;REQUINOA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
759;ESCUELA BERTA SAAVEDRA SEGURA;PABLO RUBIO 395  ;REQUINOA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
3041;ESCUELA CANADA;CALLE SANTA LUCIA 125 POBLACION EL ESFUERZO;REQUINOA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
758;ESCUELA REPUBLICA DE FRANCIA;MANUEL RODRIGUEZ SIN NUMERO LOS LIRIOS;REQUINOA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
731;LICEO OSCAR CASTRO ZUÑIGA;ALMARZA 410  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
757;COLEGIO MANUEL FRANCISCO CORREA;ALVARO PRIETO 145  ;RENGO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
3263;ESCUELA BASICA LO DE LOBO;RUTA H 521 NUMERO 2901 CAMINO A CHANQUEAHUE;RENGO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
6115;INSTITUTO SAGRADO CORAZON;PEDRO LEON GALLO 545  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
763;COLEGIO GIUSEPPE BERTOLUZZI DE FELIP;JOSE MIGUEL CARRERA 488 SECTOR CENTRO;SAN FERNANDO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
774;COLEGIO HERMANO FERNANDO DE LA FUENTE;NEGRETE 770  ;SAN FERNANDO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
6202;ESCUELA BASICA ANTONIO LARA MEDINA;CAMINO PUBLICO 12 ROMA;SAN FERNANDO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
764;ESCUELA BASICA ISABEL LA CATOLICA;CALLE CHACABUCO 630 ESQUINA AVENIDA MANUEL RODRIGUEZ;SAN FERNANDO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
762;ESCUELA CONCENTRACION RURAL SERGIO VERDUGO HERRERA;CAMINO INTERNACIONAL RUTA I-45 PUENTE NEGRO KILOMETRO 16    ;SAN FERNANDO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
765;ESCUELA HOGAR MARIA LUISA BOUCHON;CALLE GUADALUPE ESQUINA ESPAÑA SIN NUMERO  ;SAN FERNANDO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
766;ESCUELA JORGE MUÑOZ SILVA;CALLE CARDENAL CARO 705  ;SAN FERNANDO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
6210;ESCUELA JOSE DE SAN MARTIN;CALLE 1 PASAJE 1 SN POB LAUTARO;SAN FERNANDO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
767;ESCUELA OLEGARIO LAZO BAEZA;TRES MONTES 821 ESQUINA OHIGGINS;SAN FERNANDO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
737;LICEO INDUSTRIAL PRESIDENTE PEDRO AGUIRRE CERDA;AVENIDA LIBERTADOR GENERAL BERNARDO O'HIGGINS 770  ;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
2364;LICEO COMERCIAL DE PUENTE ALTO;BRASIL 214 POBLACION SAN LAZARO;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
768;ESCUELA VILLA CENTINELA;J.M. VALDERRAMA 19  ;SAN FERNANDO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
770;INSTITUTO COMERCIAL ALBERTO VALENZUELA LLANOS;AVENIDA MANSO DE VELASCO 389  ;SAN FERNANDO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
771;LICEO DE HOMBRES NEANDRO SCHILLING;CALLE ARGOMEDO 583  ;SAN FERNANDO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
